stdoutredi ok!
r:0:c:c:c:b500:c:b900 - 0.394226015
r:0:c:c:c:b500:c:b900:f - 0.30625698
r:0:c:c:c:b500:c:b900:c - 0.693742335
r:0:c:c:c:b500:b900 - 0.340631276
r:0:c:c:c:b500:b900:f - 0.278830081
r:0:c:c:c:b500:b900:c - 0.721169889
r:0:c:c:c:b900 - 0.00756365433
r:0:c:c:c:b900:f - 0.431695282
r:0:c:c:c:b900:c - 0.568304658
r:0:c:c:b290 - 0.352597922
r:0:c:c:b290:f - 0.422969043
r:0:c:c:b290:c - 0.49654755
r:0:c:c:b290:c:c - 0.376353264
r:0:c:c:b290:c:c:c - 0.324803591
r:0:c:c:b290:c:c:b900 - 0.675197423
r:0:c:c:b290:c:c:b900:f - 0.464816302
r:0:c:c:b290:c:c:b900:c - 0.535182476
r:0:c:c:b290:c:b900 - 0.623646259
r:0:c:c:b290:c:b900:f - 0.327926427
r:0:c:c:b290:c:b900:c - 0.672074139
r:0:c:c:b290:b900 - 0.0804835111
r:0:c:c:b290:b900:f - 0.299496233
r:0:c:c:b290:b900:c - 0.700503945
r:0:c:c:b500 - 0.335689336
r:0:c:c:b500:f - 0.520541131
r:0:c:c:b500:c - 0.292859495
r:0:c:c:b500:c:c - 0.347553819
r:0:c:c:b500:c:c:c - 0.250914097
r:0:c:c:b500:c:c:b900 - 0.749085367
r:0:c:c:b500:c:c:b900:f - 0.339437157
r:0:c:c:b500:c:c:b900:c - 0.660562336
r:0:c:c:b500:c:b900 - 0.652446747
r:0:c:c:b500:c:b900:f - 0.212583885
r:0:c:c:b500:c:b900:c - 0.787415147
r:0:c:c:b500:b900 - 0.186599791
r:0:c:c:b500:b900:f - 0.172368824
r:0:c:c:b500:b900:c - 0.827631116
r:0:c:c:b900 - 0.273175448
r:0:c:c:b900:f - 0.570120931
r:0:c:c:b900:c - 0.429879367
r:0:c:b290 - 0.00452059461
r:0:c:b290:f - 0.113844417
r:0:c:b290:c - 0.120371789
r:0:c:b290:c:c - 0.483717024
r:0:c:b290:c:c:c - 0.74329257
r:0:c:b290:c:c:c:c - 0.715593994
r:0:c:b290:c:c:c:c:c - 0.295733094
r:0:c:b290:c:c:c:c:b900 - 0.704265773
r:0:c:b290:c:c:c:c:b900:f - 0.345892549
r:0:c:b290:c:c:c:c:b900:c - 0.654107571
r:0:c:b290:c:c:c:b900 - 0.284405529
r:0:c:b290:c:c:c:b900:f - 0.359072477
r:0:c:b290:c:c:c:b900:c - 0.640926838
r:0:c:b290:c:c:b900 - 0.25670892
r:0:c:b290:c:c:b900:f - 0.322650403
r:0:c:b290:c:c:b900:c - 0.677349508
r:0:c:b290:c:b900 - 0.516283095
r:0:c:b290:c:b900:f - 0.287749439
r:0:c:b290:c:b900:c - 0.712251127
r:0:c:b290:b900 - 0.765783787
r:0:c:b290:b900:f - 0.271724641
r:0:c:b290:b900:c - 0.728275597
r:0:c:b500 - 0.00181797915
r:0:c:b500:f - 0.154259115
r:0:c:b500:c - 0.0238234028
r:0:c:b500:c:c - 0.0929384232
r:0:c:b500:c:c:c - 0.657613933
r:0:c:b500:c:c:c:c - 0.125416845
r:0:c:b500:c:c:c:c:c - 0.282054335
r:0:c:b500:c:c:c:c:b900 - 0.717946827
r:0:c:b500:c:c:c:c:b900:f - 0.2431034
r:0:c:b500:c:c:c:c:b900:c - 0.756896198
r:0:c:b500:c:c:c:b900 - 0.874583006
r:0:c:b500:c:c:c:b900:f - 0.255103528
r:0:c:b500:c:c:c:b900:c - 0.744896233
r:0:c:b500:c:c:b900 - 0.34238714
r:0:c:b500:c:c:b900:f - 0.110416397
r:0:c:b500:c:c:b900:c - 0.889583707
r:0:c:b500:c:b900 - 0.907061517
r:0:c:b500:c:b900:f - 0.164441079
r:0:c:b500:c:b900:c - 0.835559845
r:0:c:b500:b900 - 0.821917474
r:0:c:b500:b900:f - 0.14250055
r:0:c:b500:b900:c - 0.857500494
r:0:c:b900 - 0.00600486714
r:0:c:b900:f - 0.183627874
r:0:c:b900:c - 0.816372216
r:0:b290 - 0.460028589
r:0:b290:f - 0.501128316
r:0:b290:c - 0.129847929
r:0:b290:c:c - 0.239289656
r:0:b290:c:c:c - 0.588474631
r:0:b290:c:c:c:c - 0.682647645
r:0:b290:c:c:c:c:c - 0.304299563
r:0:b290:c:c:c:c:b900 - 0.695698917
r:0:b290:c:c:c:c:b900:f - 0.530740678
r:0:b290:c:c:c:c:b900:c - 0.469259739
r:0:b290:c:c:c:b900 - 0.317353368
r:0:b290:c:c:c:b900:f - 0.3150267
r:0:b290:c:c:c:b900:c - 0.684973001
r:0:b290:c:c:b900 - 0.411525011
r:0:b290:c:c:b900:f - 0.410739988
r:0:b290:c:c:b900:c - 0.589260042
r:0:b290:c:b900 - 0.760710478
r:0:b290:c:b900:f - 0.237316474
r:0:b290:c:b900:c - 0.762682676
r:0:b290:b900 - 0.369023144
r:0:b290:b900:f - 0.106460571
r:0:b290:b900:c - 0.893539369
r:0:b500 - 0.149985045
r:0:b500:f - 0.533306658
r:0:b500:c - 0.0164793152
r:0:b500:c:c - 0.0714724511
r:0:b500:c:c:c - 0.25458771
r:0:b500:c:c:c:c - 0.573749423
r:0:b500:c:c:c:c:c - 0.182572916
r:0:b500:c:c:c:c:b900 - 0.81742698
r:0:b500:c:c:c:c:b900:f - 0.536524534
r:0:b500:c:c:c:c:b900:c - 0.463475436
r:0:b500:c:c:c:b900 - 0.426251292
r:0:b500:c:c:c:b900:f - 0.309173942
r:0:b500:c:c:c:b900:c - 0.690825522
r:0:b500:c:c:b900 - 0.745411932
r:0:b500:c:c:b900:f - 0.387409806
r:0:b500:c:c:b900:c - 0.612590194
r:0:b500:c:b900 - 0.928527653
r:0:b500:c:b900:f - 0.0321098939
r:0:b500:c:b900:c - 0.967889786
r:0:b500:b900 - 0.450212985
r:0:b500:b900:f - 0.00186317181
r:0:b500:b900:c - 0.998136878
r:0:b900 - 0.352131873
r:0:b900:f - 0.535498679
r:0:b900:c - 0.464500248
END
