stdoutredi ok!
r:0:c:c:c:c:b100:b300 - 0.0909930915
r:0:c:c:c:c:b100:b300:f - 0.522891998
r:0:c:c:c:c:b100:b300:c - 0.325046241
r:0:c:c:c:c:b100:b300:b900 - 0.152061179
r:0:c:c:c:c:b100:b300:b900:f - 0.58217293
r:0:c:c:c:c:b100:b300:b900:c - 0.417826742
r:0:c:c:c:c:b100:b900 - 0.0644123256
r:0:c:c:c:c:b100:b900:f - 0.762081921
r:0:c:c:c:c:b100:b900:c - 0.23791787
r:0:c:c:c:c:b130 - 0.0792489052
r:0:c:c:c:c:b130:f - 0.470822901
r:0:c:c:c:c:b130:c - 0.406391382
r:0:c:c:c:c:b130:b360 - 0.0513414182
r:0:c:c:c:c:b130:b360:f - 0.54761374
r:0:c:c:c:c:b130:b360:c - 0.301876962
r:0:c:c:c:c:b130:b360:b900 - 0.150509417
r:0:c:c:c:c:b130:b360:b900:f - 0.527399838
r:0:c:c:c:c:b130:b360:b900:c - 0.47259891
r:0:c:c:c:c:b130:b900 - 0.071444273
r:0:c:c:c:c:b130:b900:f - 0.744231164
r:0:c:c:c:c:b130:b900:c - 0.255768716
r:0:c:c:c:c:b200 - 0.0545434356
r:0:c:c:c:c:b200:f - 0.566703439
r:0:c:c:c:c:b200:c - 0.344983429
r:0:c:c:c:c:b200:b500 - 0.0179969091
r:0:c:c:c:c:b200:b500:f - 0.577963769
r:0:c:c:c:c:b200:b500:c - 0.284855455
r:0:c:c:c:c:b200:b500:b900 - 0.137180567
r:0:c:c:c:c:b200:b500:b900:f - 0.411771685
r:0:c:c:c:c:b200:b500:b900:c - 0.588228047
r:0:c:c:c:c:b200:b900 - 0.0703155771
r:0:c:c:c:c:b200:b900:f - 0.7049492
r:0:c:c:c:c:b200:b900:c - 0.295050591
r:0:c:c:c:c:b300 - 0.038761802
r:0:c:c:c:c:b300:f - 0.654881418
r:0:c:c:c:c:b300:c - 0.277846575
r:0:c:c:c:c:b300:b900 - 0.0672721714
r:0:c:c:c:c:b300:b900:f - 0.65967679
r:0:c:c:c:c:b300:b900:c - 0.340322733
r:0:c:c:c:c:b900 - 0.0169277899
r:0:c:c:c:c:b900:f - 0.843358576
r:0:c:c:c:c:b900:c - 0.156641781
r:0:c:c:c:b100 - 0.22986491
r:0:c:c:c:b100:f - 0.381386817
r:0:c:c:c:b100:c - 0.508780897
r:0:c:c:c:b100:c:c - 0.963759661
r:0:c:c:c:b100:c:c:c - 0.516901255
r:0:c:c:c:b100:c:c:b300 - 0.0546526015
r:0:c:c:c:b100:c:c:b300:f - 0.348634452
r:0:c:c:c:b100:c:c:b300:c - 0.462229759
r:0:c:c:c:b100:c:c:b300:b900 - 0.189135596
r:0:c:c:c:b100:c:c:b300:b900:f - 0.585910738
r:0:c:c:c:b100:c:c:b300:b900:c - 0.414088696
r:0:c:c:c:b100:c:c:b360 - 0.088992916
r:0:c:c:c:b100:c:c:b360:f - 0.417574078
r:0:c:c:c:b100:c:c:b360:c - 0.40888837
r:0:c:c:c:b100:c:c:b360:b900 - 0.173536658
r:0:c:c:c:b100:c:c:b360:b900:f - 0.562155485
r:0:c:c:c:b100:c:c:b360:b900:c - 0.437844217
r:0:c:c:c:b100:c:c:b500 - 0.131326273
r:0:c:c:c:b100:c:c:b500:f - 0.524655342
r:0:c:c:c:b100:c:c:b500:c - 0.336478293
r:0:c:c:c:b100:c:c:b500:b900 - 0.138865083
r:0:c:c:c:b100:c:c:b500:b900:f - 0.514950991
r:0:c:c:c:b100:c:c:b500:b900:c - 0.48504886
r:0:c:c:c:b100:c:c:b900 - 0.208127648
r:0:c:c:c:b100:c:c:b900:f - 0.687717319
r:0:c:c:c:b100:c:c:b900:c - 0.312282592
r:0:c:c:c:b100:c:b340 - 0.0319122411
r:0:c:c:c:b100:c:b340:f - 0.520556331
r:0:c:c:c:b100:c:b340:c - 0.262819529
r:0:c:c:c:b100:c:b340:b900 - 0.216623291
r:0:c:c:c:b100:c:b340:b900:f - 0.572936296
r:0:c:c:c:b100:c:b340:b900:c - 0.427063316
r:0:c:c:c:b100:c:b900 - 0.00432805298
r:0:c:c:c:b100:c:b900:f - 0.703847647
r:0:c:c:c:b100:c:b900:c - 0.29615131
r:0:c:c:c:b100:b300 - 0.0843306333
r:0:c:c:c:b100:b300:f - 0.432735205
r:0:c:c:c:b100:b300:c - 0.55384016
r:0:c:c:c:b100:b300:c:c - 0.479785681
r:0:c:c:c:b100:b300:c:c:c - 0.455150574
r:0:c:c:c:b100:b300:c:c:b900 - 0.5448488
r:0:c:c:c:b100:b300:c:c:b900:f - 0.585146427
r:0:c:c:c:b100:b300:c:c:b900:c - 0.414853394
r:0:c:c:c:b100:b300:c:b900 - 0.520215392
r:0:c:c:c:b100:b300:c:b900:f - 0.465667635
r:0:c:c:c:b100:b300:c:b900:c - 0.534332097
r:0:c:c:c:b100:b300:b900 - 0.0134241506
r:0:c:c:c:b100:b300:b900:f - 0.402623832
r:0:c:c:c:b100:b300:b900:c - 0.597376108
r:0:c:c:c:b100:b900 - 0.025501499
r:0:c:c:c:b100:b900:f - 0.714634478
r:0:c:c:c:b100:b900:c - 0.285365224
r:0:c:c:c:b130 - 0.119833507
r:0:c:c:c:b130:f - 0.438364148
r:0:c:c:c:b130:c - 0.46461302
r:0:c:c:c:b130:c:c - 0.962417364
r:0:c:c:c:b130:c:c:c - 0.489679188
r:0:c:c:c:b130:c:c:b360 - 0.0564045087
r:0:c:c:c:b130:c:c:b360:f - 0.331717938
r:0:c:c:c:b130:c:c:b360:c - 0.458587408
r:0:c:c:c:b130:c:c:b360:b900 - 0.209694818
r:0:c:c:c:b130:c:c:b360:b900:f - 0.53404355
r:0:c:c:c:b130:c:c:b360:b900:c - 0.465955228
r:0:c:c:c:b130:c:c:b429 - 0.0975650176
r:0:c:c:c:b130:c:c:b429:f - 0.403473496
r:0:c:c:c:b130:c:c:b429:c - 0.402645975
r:0:c:c:c:b130:c:c:b429:b900 - 0.193880081
r:0:c:c:c:b130:c:c:b429:b900:f - 0.510530055
r:0:c:c:c:b130:c:c:b429:b900:c - 0.489469767
r:0:c:c:c:b130:c:c:b590 - 0.133890569
r:0:c:c:c:b130:c:c:b590:f - 0.516206145
r:0:c:c:c:b130:c:c:b590:c - 0.328946382
r:0:c:c:c:b130:c:c:b590:b900 - 0.15484719
r:0:c:c:c:b130:c:c:b590:b900:f - 0.4576011
r:0:c:c:c:b130:c:c:b590:b900:c - 0.542399347
r:0:c:c:c:b130:c:c:b900 - 0.222460642
r:0:c:c:c:b130:c:c:b900:f - 0.643375576
r:0:c:c:c:b130:c:c:b900:c - 0.356623232
r:0:c:c:c:b130:c:b406 - 0.031055769
r:0:c:c:c:b130:c:b406:f - 0.539340377
r:0:c:c:c:b130:c:b406:c - 0.240984887
r:0:c:c:c:b130:c:b406:b900 - 0.219674081
r:0:c:c:c:b130:c:b406:b900:f - 0.520612001
r:0:c:c:c:b130:c:b406:b900:c - 0.479387462
r:0:c:c:c:b130:c:b900 - 0.00652675424
r:0:c:c:c:b130:c:b900:f - 0.681485176
r:0:c:c:c:b130:c:b900:c - 0.318515271
r:0:c:c:c:b130:b360 - 0.0646092519
r:0:c:c:c:b130:b360:f - 0.443939298
r:0:c:c:c:b130:b360:c - 0.508055985
r:0:c:c:c:b130:b360:c:c - 0.407261968
r:0:c:c:c:b130:b360:c:c:c - 0.40328002
r:0:c:c:c:b130:b360:c:c:b900 - 0.596720874
r:0:c:c:c:b130:b360:c:c:b900:f - 0.542654157
r:0:c:c:c:b130:b360:c:c:b900:c - 0.457345724
r:0:c:c:c:b130:b360:c:b900 - 0.592737436
r:0:c:c:c:b130:b360:c:b900:f - 0.407196432
r:0:c:c:c:b130:b360:c:b900:c - 0.592803776
r:0:c:c:c:b130:b360:b900 - 0.0480048135
r:0:c:c:c:b130:b360:b900:f - 0.328161985
r:0:c:c:c:b130:b360:b900:c - 0.671838045
r:0:c:c:c:b130:b900 - 0.0324138217
r:0:c:c:c:b130:b900:f - 0.669706583
r:0:c:c:c:b130:b900:c - 0.330293834
r:0:c:c:c:b200 - 0.0340868644
r:0:c:c:c:b200:f - 0.533560514
r:0:c:c:c:b200:c - 0.395491093
r:0:c:c:c:b200:c:c - 0.951684654
r:0:c:c:c:b200:c:c:c - 0.459243238
r:0:c:c:c:b200:c:c:b500 - 0.0499177873
r:0:c:c:c:b200:c:c:b500:f - 0.33406046
r:0:c:c:c:b200:c:c:b500:c - 0.433339953
r:0:c:c:c:b200:c:c:b500:b900 - 0.232599929
r:0:c:c:c:b200:c:c:b500:b900:f - 0.446401298
r:0:c:c:c:b200:c:c:b500:b900:c - 0.553597987
r:0:c:c:c:b200:c:c:b590 - 0.107491538
r:0:c:c:c:b200:c:c:b590:f - 0.409545988
r:0:c:c:c:b200:c:c:b590:c - 0.371667117
r:0:c:c:c:b200:c:c:b590:b900 - 0.218787178
r:0:c:c:c:b200:c:c:b590:b900:f - 0.422704667
r:0:c:c:c:b200:c:c:b590:b900:c - 0.577295482
r:0:c:c:c:b200:c:c:b900 - 0.383347422
r:0:c:c:c:b200:c:c:b900:f - 0.564543366
r:0:c:c:c:b200:c:c:b900:c - 0.435457438
r:0:c:c:c:b200:c:b560 - 0.0253321398
r:0:c:c:c:b200:c:b560:f - 0.538483202
r:0:c:c:c:b200:c:b560:c - 0.221801996
r:0:c:c:c:b200:c:b560:b900 - 0.239714488
r:0:c:c:c:b200:c:b560:b900:f - 0.430271268
r:0:c:c:c:b200:c:b560:b900:c - 0.569728196
r:0:c:c:c:b200:c:b900 - 0.0229829196
r:0:c:c:c:b200:c:b900:f - 0.658280611
r:0:c:c:c:b200:c:b900:c - 0.341718674
r:0:c:c:c:b200:b500 - 0.0340868644
r:0:c:c:c:b200:b500:f - 0.510487914
r:0:c:c:c:b200:b500:c - 0.244573772
r:0:c:c:c:b200:b500:c:c - 0.379535228
r:0:c:c:c:b200:b500:c:c:c - 0.297488987
r:0:c:c:c:b200:b500:c:c:b900 - 0.702510893
r:0:c:c:c:b200:b500:c:c:b900:f - 0.401440948
r:0:c:c:c:b200:b500:c:c:b900:c - 0.598559141
r:0:c:c:c:b200:b500:c:b900 - 0.620464027
r:0:c:c:c:b200:b500:c:b900:f - 0.310342222
r:0:c:c:c:b200:b500:c:b900:c - 0.689658344
r:0:c:c:c:b200:b500:b900 - 0.244938478
r:0:c:c:c:b200:b500:b900:f - 0.199109465
r:0:c:c:c:b200:b500:b900:c - 0.800890505
r:0:c:c:c:b200:b900 - 0.0368614867
r:0:c:c:c:b200:b900:f - 0.583945155
r:0:c:c:c:b200:b900:c - 0.416054875
r:0:c:c:c:b300 - 0.0113865845
r:0:c:c:c:b300:f - 0.630388439
r:0:c:c:c:b300:c - 0.300966054
r:0:c:c:c:b300:c:c - 0.922905982
r:0:c:c:c:b300:c:c:c - 0.439019233
r:0:c:c:c:b300:c:c:b900 - 0.560979366
r:0:c:c:c:b300:c:c:b900:f - 0.463555753
r:0:c:c:c:b300:c:c:b900:c - 0.536445141
r:0:c:c:c:b300:c:b900 - 0.0770937651
r:0:c:c:c:b300:c:b900:f - 0.585816503
r:0:c:c:c:b300:c:b900:c - 0.41418469
r:0:c:c:c:b300:b900 - 0.0686455965
r:0:c:c:c:b300:b900:f - 0.522423506
r:0:c:c:c:b300:b900:c - 0.477576166
r:0:c:c:c:b900 - 0.0012912167
r:0:c:c:c:b900:f - 0.755339563
r:0:c:c:c:b900:c - 0.244660422
r:0:c:c:b100 - 0.128702715
r:0:c:c:b100:f - 0.352450043
r:0:c:c:b100:c - 0.550594926
r:0:c:c:b100:c:c - 0.58339709
r:0:c:c:b100:c:c:c - 0.553361416
r:0:c:c:b100:c:c:b300 - 0.0723261386
r:0:c:c:b100:c:c:b300:f - 0.465414405
r:0:c:c:b100:c:c:b300:c - 0.365442395
r:0:c:c:b100:c:c:b300:b900 - 0.169143751
r:0:c:c:b100:c:c:b300:b900:f - 0.581404746
r:0:c:c:b100:c:c:b300:b900:c - 0.418594807
r:0:c:c:b100:c:c:b360 - 0.12437018
r:0:c:c:b100:c:c:b360:f - 0.514001787
r:0:c:c:b100:c:c:b360:c - 0.324037701
r:0:c:c:b100:c:c:b360:b900 - 0.161961108
r:0:c:c:b100:c:c:b360:b900:f - 0.561655402
r:0:c:c:b100:c:c:b360:b900:c - 0.438344598
r:0:c:c:b100:c:c:b500 - 0.145985529
r:0:c:c:b100:c:c:b500:f - 0.601293206
r:0:c:c:b100:c:c:b500:c - 0.263720572
r:0:c:c:b100:c:c:b500:b900 - 0.134986505
r:0:c:c:b100:c:c:b500:b900:f - 0.513006628
r:0:c:c:b100:c:c:b500:b900:c - 0.486993134
r:0:c:c:b100:c:c:b900 - 0.103957064
r:0:c:c:b100:c:c:b900:f - 0.745245457
r:0:c:c:b100:c:c:b900:c - 0.254753709
r:0:c:c:b100:c:b300 - 0.200435489
r:0:c:c:b100:c:b300:f - 0.366773576
r:0:c:c:b100:c:b300:c - 0.41461128
r:0:c:c:b100:c:b300:b900 - 0.218614325
r:0:c:c:b100:c:b300:b900:f - 0.59321171
r:0:c:c:b100:c:b300:b900:c - 0.406788021
r:0:c:c:b100:c:b360 - 0.0847467929
r:0:c:c:b100:c:b360:f - 0.42489031
r:0:c:c:b100:c:b360:c - 0.384040564
r:0:c:c:b100:c:b360:b900 - 0.191068947
r:0:c:c:b100:c:b360:b900:f - 0.569637716
r:0:c:c:b100:c:b360:b900:c - 0.430362433
r:0:c:c:b100:c:b500 - 0.0650980026
r:0:c:c:b100:c:b500:f - 0.530751467
r:0:c:c:b100:c:b500:c - 0.319175273
r:0:c:c:b100:c:b500:b900 - 0.150074735
r:0:c:c:b100:c:b500:b900:f - 0.523478925
r:0:c:c:b100:c:b500:b900:c - 0.476520956
r:0:c:c:b100:c:b900 - 0.0663221776
r:0:c:c:b100:c:b900:f - 0.687925458
r:0:c:c:b100:c:b900:c - 0.312074721
r:0:c:c:b100:b300 - 0.0937938839
r:0:c:c:b100:b300:f - 0.399843574
r:0:c:c:b100:b300:c - 0.44512707
r:0:c:c:b100:b300:c:c - 0.933038652
r:0:c:c:b100:b300:c:c:c - 0.366411954
r:0:c:c:b100:b300:c:c:b900 - 0.633588135
r:0:c:c:b100:b300:c:c:b900:f - 0.497808307
r:0:c:c:b100:b300:c:c:b900:c - 0.502191722
r:0:c:c:b100:b300:c:b900 - 0.0669614375
r:0:c:c:b100:b300:c:b900:f - 0.507333398
r:0:c:c:b100:b300:c:b900:c - 0.492665976
r:0:c:c:b100:b300:b900 - 0.155029178
r:0:c:c:b100:b300:b900:f - 0.455373883
r:0:c:c:b100:b300:b900:c - 0.544626057
r:0:c:c:b100:b900 - 0.00316105806
r:0:c:c:b100:b900:f - 0.661744595
r:0:c:c:b100:b900:c - 0.338255435
r:0:c:c:b130 - 0.0525474064
r:0:c:c:b130:f - 0.398963124
r:0:c:c:b130:c - 0.542811453
r:0:c:c:b130:c:c - 0.538014829
r:0:c:c:b130:c:c:c - 0.550917864
r:0:c:c:b130:c:c:b360 - 0.0591772646
r:0:c:c:b130:c:c:b360:f - 0.504514337
r:0:c:c:b130:c:c:b360:c - 0.327306747
r:0:c:c:b130:c:c:b360:b900 - 0.168178305
r:0:c:c:b130:c:c:b360:b900:f - 0.533400655
r:0:c:c:b130:c:c:b360:b900:c - 0.466599286
r:0:c:c:b130:c:c:b429 - 0.106598027
r:0:c:c:b130:c:c:b429:f - 0.549162626
r:0:c:c:b130:c:c:b429:c - 0.289522678
r:0:c:c:b130:c:c:b429:b900 - 0.161314666
r:0:c:c:b130:c:c:b429:b900:f - 0.517981946
r:0:c:c:b130:c:c:b429:b900:c - 0.48201856
r:0:c:c:b130:c:c:b590 - 0.137347847
r:0:c:c:b130:c:c:b590:f - 0.628667474
r:0:c:c:b130:c:c:b590:c - 0.23514089
r:0:c:c:b130:c:c:b590:b900 - 0.136191458
r:0:c:c:b130:c:c:b590:b900:f - 0.467895389
r:0:c:c:b130:c:c:b590:b900:c - 0.532103717
r:0:c:c:b130:c:c:b900 - 0.145958871
r:0:c:c:b130:c:c:b900:f - 0.734736085
r:0:c:c:b130:c:c:b900:c - 0.265264064
r:0:c:c:b130:c:b360 - 0.205696464
r:0:c:c:b130:c:b360:f - 0.365094781
r:0:c:c:b130:c:b360:c - 0.392361045
r:0:c:c:b130:c:b360:b900 - 0.24254331
r:0:c:c:b130:c:b360:b900:f - 0.548001766
r:0:c:c:b130:c:b360:b900:c - 0.451997817
r:0:c:c:b130:c:b429 - 0.0935881436
r:0:c:c:b130:c:b429:f - 0.422953159
r:0:c:c:b130:c:b429:c - 0.364561617
r:0:c:c:b130:c:b429:b900 - 0.212485701
r:0:c:c:b130:c:b429:b900:f - 0.52349782
r:0:c:c:b130:c:b429:b900:c - 0.476502329
r:0:c:c:b130:c:b590 - 0.0678942204
r:0:c:c:b130:c:b590:f - 0.528096378
r:0:c:c:b130:c:b590:c - 0.306111157
r:0:c:c:b130:c:b590:b900 - 0.165792063
r:0:c:c:b130:c:b590:b900:f - 0.476679534
r:0:c:c:b130:c:b590:b900:c - 0.523319662
r:0:c:c:b130:c:b900 - 0.0948058516
r:0:c:c:b130:c:b900:f - 0.647976518
r:0:c:c:b130:c:b900:c - 0.352023393
r:0:c:c:b130:b360 - 0.0533472002
r:0:c:c:b130:b360:f - 0.427723199
r:0:c:c:b130:b360:c - 0.321626663
r:0:c:c:b130:b360:c:c - 0.9040519
r:0:c:c:b130:b360:c:c:c - 0.310654759
r:0:c:c:b130:b360:c:c:b900 - 0.689344883
r:0:c:c:b130:b360:c:c:b900:f - 0.480561942
r:0:c:c:b130:b360:c:c:b900:c - 0.51943773
r:0:c:c:b130:b360:c:b900 - 0.0959486961
r:0:c:c:b130:b360:c:b900:f - 0.41892758
r:0:c:c:b130:b360:c:b900:c - 0.581071794
r:0:c:c:b130:b360:b900 - 0.250650197
r:0:c:c:b130:b360:b900:f - 0.387137085
r:0:c:c:b130:b360:b900:c - 0.612863004
r:0:c:c:b130:b900 - 0.00487865927
r:0:c:c:b130:b900:f - 0.639993012
r:0:c:c:b130:b900:c - 0.360007077
r:0:c:c:b200 - 0.0505488031
r:0:c:c:b200:f - 0.501491368
r:0:c:c:b200:c - 0.478152096
r:0:c:c:b200:c:c - 0.44659096
r:0:c:c:b200:c:c:c - 0.522816956
r:0:c:c:b200:c:c:b500 - 0.0584436655
r:0:c:c:b200:c:c:b500:f - 0.647400618
r:0:c:c:b200:c:c:b500:c - 0.216406062
r:0:c:c:b200:c:c:b500:b900 - 0.136193141
r:0:c:c:b200:c:c:b500:b900:f - 0.464393377
r:0:c:c:b200:c:c:b500:b900:c - 0.535606444
r:0:c:c:b200:c:c:b590 - 0.112076655
r:0:c:c:b200:c:c:b590:f - 0.662857175
r:0:c:c:b200:c:c:b590:c - 0.200686172
r:0:c:c:b200:c:c:b590:b900 - 0.136457875
r:0:c:c:b200:c:c:b590:b900:f - 0.436231166
r:0:c:c:b200:c:c:b590:b900:c - 0.563769102
r:0:c:c:b200:c:c:b900 - 0.30666247
r:0:c:c:b200:c:c:b900:f - 0.744988501
r:0:c:c:b200:c:c:b900:c - 0.255011022
r:0:c:c:b200:c:b500 - 0.165576577
r:0:c:c:b200:c:b500:f - 0.364351779
r:0:c:c:b200:c:b500:c - 0.349074364
r:0:c:c:b200:c:b500:b900 - 0.2865749
r:0:c:c:b200:c:b500:b900:f - 0.45577988
r:0:c:c:b200:c:b500:b900:c - 0.544220269
r:0:c:c:b200:c:b590 - 0.10419713
r:0:c:c:b200:c:b590:f - 0.42148155
r:0:c:c:b200:c:b590:c - 0.330351472
r:0:c:c:b200:c:b590:b900 - 0.24816741
r:0:c:c:b200:c:b590:b900:f - 0.427732825
r:0:c:c:b200:c:b590:b900:c - 0.572268069
r:0:c:c:b200:c:b900 - 0.28363511
r:0:c:c:b200:c:b900:f - 0.563354075
r:0:c:c:b200:c:b900:c - 0.436644942
r:0:c:c:b200:b500 - 0.00637243688
r:0:c:c:b200:b500:f - 0.448566794
r:0:c:c:b200:b500:c - 0.16461353
r:0:c:c:b200:b500:c:c - 0.737088561
r:0:c:c:b200:b500:c:c:c - 0.246574551
r:0:c:c:b200:b500:c:c:b900 - 0.753423572
r:0:c:c:b200:b500:c:c:b900:f - 0.662912786
r:0:c:c:b200:b500:c:c:b900:c - 0.337088048
r:0:c:c:b200:b500:c:b900 - 0.262912244
r:0:c:c:b200:b500:c:b900:f - 0.30750376
r:0:c:c:b200:b500:c:b900:c - 0.692496479
r:0:c:c:b200:b500:b900 - 0.38681975
r:0:c:c:b200:b500:b900:f - 0.250496089
r:0:c:c:b200:b500:b900:c - 0.74950403
r:0:c:c:b200:b900 - 0.0139843971
r:0:c:c:b200:b900:f - 0.593315363
r:0:c:c:b200:b900:c - 0.406684667
r:0:c:c:b300 - 0.0691537261
r:0:c:c:b300:f - 0.608490944
r:0:c:c:b300:c - 0.367320299
r:0:c:c:b300:c:c - 0.430136651
r:0:c:c:b300:c:c:c - 0.469286561
r:0:c:c:b300:c:c:b900 - 0.530714512
r:0:c:c:b300:c:c:b900:f - 0.672982335
r:0:c:c:b300:c:c:b900:c - 0.327017456
r:0:c:c:b300:c:b900 - 0.569863558
r:0:c:c:b300:c:b900:f - 0.463256657
r:0:c:c:b300:c:b900:c - 0.536743402
r:0:c:c:b300:b900 - 0.0241884552
r:0:c:c:b300:b900:f - 0.483266145
r:0:c:c:b300:b900:c - 0.516733825
r:0:c:c:b900 - 0.00475931773
r:0:c:c:b900:f - 0.794861257
r:0:c:c:b900:c - 0.205138564
r:0:c:b58 - 0.224917814
r:0:c:b58:f - 0.248001307
r:0:c:b58:c - 0.599333405
r:0:c:b58:c:c - 0.950507045
r:0:c:b58:c:c:c - 0.399926543
r:0:c:b58:c:c:c:c - 0.653522134
r:0:c:b58:c:c:c:c:c - 0.625557601
r:0:c:b58:c:c:c:c:b216 - 0.100382708
r:0:c:b58:c:c:c:c:b216:f - 0.351118565
r:0:c:b58:c:c:c:c:b216:c - 0.451657981
r:0:c:b58:c:c:c:c:b216:b532 - 0.0338464454
r:0:c:b58:c:c:c:c:b216:b532:f - 0.46036163
r:0:c:b58:c:c:c:c:b216:b532:c - 0.357640982
r:0:c:b58:c:c:c:c:b216:b532:b900 - 0.181997806
r:0:c:b58:c:c:c:c:b216:b532:b900:f - 0.398767203
r:0:c:b58:c:c:c:c:b216:b532:b900:c - 0.601233065
r:0:c:b58:c:c:c:c:b216:b900 - 0.163378328
r:0:c:b58:c:c:c:c:b216:b900:f - 0.641350925
r:0:c:b58:c:c:c:c:b216:b900:c - 0.3586483
r:0:c:b58:c:c:c:c:b263 - 0.110228412
r:0:c:b58:c:c:c:c:b263:f - 0.416080773
r:0:c:b58:c:c:c:c:b263:c - 0.40503031
r:0:c:b58:c:c:c:c:b263:b900 - 0.178888395
r:0:c:b58:c:c:c:c:b263:b900:f - 0.623810351
r:0:c:b58:c:c:c:c:b263:b900:c - 0.376190841
r:0:c:b58:c:c:c:c:b374 - 0.0795587674
r:0:c:b58:c:c:c:c:b374:f - 0.521839857
r:0:c:b58:c:c:c:c:b374:c - 0.322527885
r:0:c:b58:c:c:c:c:b374:b900 - 0.15563117
r:0:c:b58:c:c:c:c:b374:b900:f - 0.573281825
r:0:c:b58:c:c:c:c:b374:b900:c - 0.426717073
r:0:c:b58:c:c:c:c:b532 - 0.0481481738
r:0:c:b58:c:c:c:c:b532:f - 0.612222254
r:0:c:b58:c:c:c:c:b532:c - 0.259083897
r:0:c:b58:c:c:c:c:b532:b900 - 0.128693461
r:0:c:b58:c:c:c:c:b532:b900:f - 0.507616758
r:0:c:b58:c:c:c:c:b532:b900:c - 0.492384821
r:0:c:b58:c:c:c:c:b900 - 0.0361247174
r:0:c:b58:c:c:c:c:b900:f - 0.744606912
r:0:c:b58:c:c:c:c:b900:c - 0.255394131
r:0:c:b58:c:c:c:b216 - 0.149402156
r:0:c:b58:c:c:c:b216:f - 0.474264532
r:0:c:b58:c:c:c:b216:c - 0.365157187
r:0:c:b58:c:c:c:b216:b532 - 0.0345080793
r:0:c:b58:c:c:c:b216:b532:f - 0.501202941
r:0:c:b58:c:c:c:b216:b532:c - 0.309129268
r:0:c:b58:c:c:c:b216:b532:b900 - 0.189667746
r:0:c:b58:c:c:c:b216:b532:b900:f - 0.422462285
r:0:c:b58:c:c:c:b216:b532:b900:c - 0.577538788
r:0:c:b58:c:c:c:b216:b900 - 0.126069784
r:0:c:b58:c:c:c:b216:b900:f - 0.650644541
r:0:c:b58:c:c:c:b216:b900:c - 0.349354357
r:0:c:b58:c:c:c:b263 - 0.0727389082
r:0:c:b58:c:c:c:b263:f - 0.516998589
r:0:c:b58:c:c:c:b263:c - 0.349000245
r:0:c:b58:c:c:c:b263:b900 - 0.133999988
