stdoutredi ok!
r:0:c:c:c:c:b132:b534 - 0.0857262239
r:0:c:c:c:c:b132:b534:f - 0.691283286
r:0:c:c:c:c:b132:b534:c - 0.308716983
r:0:c:c:c:c:b534 - 0.00883612502
r:0:c:c:c:c:b534:f - 0.822885811
r:0:c:c:c:c:b534:c - 0.177113667
r:0:c:c:c:b38 - 0.0388513692
r:0:c:c:c:b38:f - 0.284432888
r:0:c:c:c:b38:c - 0.57792908
r:0:c:c:c:b38:c:c - 0.917495787
r:0:c:c:c:b38:c:c:c - 0.521909595
r:0:c:c:c:b38:c:c:b98 - 0.00763716735
r:0:c:c:c:b38:c:c:b98:f - 0.224696428
r:0:c:c:c:b38:c:c:b98:c - 0.581278265
r:0:c:c:c:b38:c:c:b98:b229 - 0.0261804145
r:0:c:c:c:b38:c:c:b98:b229:f - 0.417923212
r:0:c:c:c:b38:c:c:b98:b229:c - 0.382935882
r:0:c:c:c:b38:c:c:b98:b229:b534 - 0.199141607
r:0:c:c:c:b38:c:c:b98:b229:b534:f - 0.493549138
r:0:c:c:c:b38:c:c:b98:b229:b534:c - 0.506451547
r:0:c:c:c:b38:c:c:b98:b534 - 0.167844221
r:0:c:c:c:b38:c:c:b98:b534:f - 0.66968137
r:0:c:c:c:b38:c:c:b98:b534:c - 0.330318362
r:0:c:c:c:b38:c:c:b142 - 0.0486504808
r:0:c:c:c:b38:c:c:b142:f - 0.362341851
r:0:c:c:c:b38:c:c:b142:c - 0.467009187
r:0:c:c:c:b38:c:c:b142:b308 - 0.0129053695
r:0:c:c:c:b38:c:c:b142:b308:f - 0.454541296
r:0:c:c:c:b38:c:c:b142:b308:c - 0.346627295
r:0:c:c:c:b38:c:c:b142:b308:b534 - 0.198831663
r:0:c:c:c:b38:c:c:b142:b308:b534:f - 0.411869109
r:0:c:c:c:b38:c:c:b142:b308:b534:c - 0.588131011
r:0:c:c:c:b38:c:c:b142:b534 - 0.157742813
r:0:c:c:c:b38:c:c:b142:b534:f - 0.634902716
r:0:c:c:c:b38:c:c:b142:b534:c - 0.365097344
r:0:c:c:c:b38:c:c:b173 - 0.0811372846
r:0:c:c:c:b38:c:c:b173:f - 0.426561445
r:0:c:c:c:b38:c:c:b173:c - 0.419738054
r:0:c:c:c:b38:c:c:b173:b534 - 0.153699115
r:0:c:c:c:b38:c:c:b173:b534:f - 0.614915192
r:0:c:c:c:b38:c:c:b173:b534:c - 0.38508442
r:0:c:c:c:b38:c:c:b246 - 0.176123232
r:0:c:c:c:b38:c:c:b246:f - 0.532335222
r:0:c:c:c:b38:c:c:b246:c - 0.34182924
r:0:c:c:c:b38:c:c:b246:b534 - 0.125834972
r:0:c:c:c:b38:c:c:b246:b534:f - 0.568811953
r:0:c:c:c:b38:c:c:b246:b534:c - 0.431187093
r:0:c:c:c:b38:c:c:b534 - 0.164542168
r:0:c:c:c:b38:c:c:b534:f - 0.728411257
r:0:c:c:c:b38:c:c:b534:c - 0.271589279
r:0:c:c:c:b38:c:b98 - 0.0808723494
r:0:c:c:c:b38:c:b98:f - 0.334323138
r:0:c:c:c:b38:c:b98:c - 0.371898741
r:0:c:c:c:b38:c:b98:b229 - 0.0557808988
r:0:c:c:c:b38:c:b98:b229:f - 0.441964447
r:0:c:c:c:b38:c:b98:b229:c - 0.363382608
r:0:c:c:c:b38:c:b98:b229:b534 - 0.194653541
r:0:c:c:c:b38:c:b98:b229:b534:f - 0.506047487
r:0:c:c:c:b38:c:b98:b229:b534:c - 0.493952096
r:0:c:c:c:b38:c:b98:b534 - 0.2379971
r:0:c:c:c:b38:c:b98:b534:f - 0.669264197
r:0:c:c:c:b38:c:b98:b534:c - 0.330735207
r:0:c:c:c:b38:c:b534 - 0.00163184025
r:0:c:c:c:b38:c:b534:f - 0.715713263
r:0:c:c:c:b38:c:b534:c - 0.28428638
r:0:c:c:c:b38:b121 - 0.126186028
r:0:c:c:c:b38:b121:f - 0.360131502
r:0:c:c:c:b38:b121:c - 0.630476952
r:0:c:c:c:b38:b121:c:c - 0.505835712
r:0:c:c:c:b38:b121:c:c:c - 0.512807608
r:0:c:c:c:b38:b121:c:c:b229 - 0.00925725326
r:0:c:c:c:b38:b121:c:c:b229:f - 0.459112167
r:0:c:c:c:b38:b121:c:c:b229:c - 0.35734731
r:0:c:c:c:b38:b121:c:c:b229:b534 - 0.183540791
r:0:c:c:c:b38:b121:c:c:b229:b534:f - 0.499366879
r:0:c:c:c:b38:b121:c:c:b229:b534:c - 0.500632882
r:0:c:c:c:b38:b121:c:c:b308 - 0.103399649
r:0:c:c:c:b38:b121:c:c:b308:f - 0.535137117
r:0:c:c:c:b38:b121:c:c:b308:c - 0.280877531
r:0:c:c:c:b38:b121:c:c:b308:b534 - 0.183986232
r:0:c:c:c:b38:b121:c:c:b308:b534:f - 0.454426318
r:0:c:c:c:b38:b121:c:c:b308:b534:c - 0.545572639
r:0:c:c:c:b38:b121:c:c:b534 - 0.374534696
r:0:c:c:c:b38:b121:c:c:b534:f - 0.665637374
r:0:c:c:c:b38:b121:c:c:b534:c - 0.334362924
r:0:c:c:c:b38:b121:c:b229 - 0.165878892
r:0:c:c:c:b38:b121:c:b229:f - 0.25759536
r:0:c:c:c:b38:b121:c:b229:c - 0.394656032
r:0:c:c:c:b38:b121:c:b229:b534 - 0.347748846
r:0:c:c:c:b38:b121:c:b229:b534:f - 0.486165076
r:0:c:c:c:b38:b121:c:b229:b534:c - 0.51383549
r:0:c:c:c:b38:b121:c:b308 - 0.12085259
r:0:c:c:c:b38:b121:c:b308:f - 0.370544523
r:0:c:c:c:b38:b121:c:b308:c - 0.340275466
r:0:c:c:c:b38:b121:c:b308:b534 - 0.28918013
r:0:c:c:c:b38:b121:c:b308:b534:f - 0.445480824
r:0:c:c:c:b38:b121:c:b308:b534:c - 0.554520547
r:0:c:c:c:b38:b121:c:b534 - 0.20743233
r:0:c:c:c:b38:b121:c:b534:f - 0.560961783
r:0:c:c:c:b38:b121:c:b534:c - 0.439038277
r:0:c:c:c:b38:b121:b271 - 0.00797784422
r:0:c:c:c:b38:b121:b271:f - 0.366027921
r:0:c:c:c:b38:b121:b271:c - 0.433694631
r:0:c:c:c:b38:b121:b271:c:c - 0.875191867
r:0:c:c:c:b38:b121:b271:c:c:c - 0.256687254
r:0:c:c:c:b38:b121:b271:c:c:b534 - 0.743311882
r:0:c:c:c:b38:b121:b271:c:c:b534:f - 0.402185053
r:0:c:c:c:b38:b121:b271:c:c:b534:c - 0.597815454
r:0:c:c:c:b38:b121:b271:c:b534 - 0.124808811
r:0:c:c:c:b38:b121:b271:c:b534:f - 0.386749774
r:0:c:c:c:b38:b121:b271:c:b534:c - 0.613250256
r:0:c:c:c:b38:b121:b271:b534 - 0.200276986
r:0:c:c:c:b38:b121:b271:b534:f - 0.322876394
r:0:c:c:c:b38:b121:b271:b534:c - 0.67712301
r:0:c:c:c:b38:b121:b534 - 0.0014141202
r:0:c:c:c:b38:b121:b534:f - 0.559655786
r:0:c:c:c:b38:b121:b534:c - 0.440344185
r:0:c:c:c:b38:b534 - 0.0114520919
r:0:c:c:c:b38:b534:f - 0.741088688
r:0:c:c:c:b38:b534:c - 0.258911103
r:0:c:c:c:b66 - 0.0787159726
r:0:c:c:c:b66:f - 0.390452057
r:0:c:c:c:b66:c - 0.522949815
r:0:c:c:c:b66:c:c - 0.953414381
r:0:c:c:c:b66:c:c:c - 0.526905119
r:0:c:c:c:b66:c:c:b143 - 0.00670585455
r:0:c:c:c:b66:c:c:b143:f - 0.198116273
r:0:c:c:c:b66:c:c:b143:c - 0.579037607
