stdoutredi ok!
r:0:c:c:b300:c:c:b648:f - 0.617534637
r:0:c:c:b300:c:c:b648:c - 0.240299448
r:0:c:c:b300:c:c:b648:b1100 - 0.14216584
r:0:c:c:b300:c:c:b648:b1100:f - 0.388726324
r:0:c:c:b300:c:c:b648:b1100:c - 0.611273289
r:0:c:c:b300:c:c:b1100 - 0.570003986
r:0:c:c:b300:c:c:b1100:f - 0.674507797
r:0:c:c:b300:c:c:b1100:c - 0.325491369
r:0:c:c:b300:c:b648 - 0.101365849
r:0:c:c:b300:c:b648:f - 0.270774335
r:0:c:c:b300:c:b648:c - 0.324731797
r:0:c:c:b300:c:b648:b1100 - 0.404493302
r:0:c:c:b300:c:b648:b1100:f - 0.374255925
r:0:c:c:b300:c:b648:b1100:c - 0.625743985
r:0:c:c:b300:c:b1100 - 0.512941718
r:0:c:c:b300:c:b1100:f - 0.447105527
r:0:c:c:b300:c:b1100:c - 0.55289346
r:0:c:c:b300:b600 - 0.00772296358
r:0:c:c:b300:b600:f - 0.223383382
r:0:c:c:b300:b600:c - 0.284672856
r:0:c:c:b300:b600:c:c - 0.705130935
r:0:c:c:b300:b600:c:c:c - 0.206304118
r:0:c:c:b300:b600:c:c:b1100 - 0.793695271
r:0:c:c:b300:b600:c:c:b1100:f - 0.735555351
r:0:c:c:b300:b600:c:c:b1100:c - 0.264444351
r:0:c:c:b300:b600:c:b1100 - 0.294869184
r:0:c:c:b300:b600:c:b1100:f - 0.242410243
r:0:c:c:b300:b600:c:b1100:c - 0.757589281
r:0:c:c:b300:b600:b1100 - 0.49194321
r:0:c:c:b300:b600:b1100:f - 0.235813886
r:0:c:c:b300:b600:b1100:c - 0.764185667
r:0:c:c:b300:b1100 - 0.0650893524
r:0:c:c:b300:b1100:f - 0.455905885
r:0:c:c:b300:b1100:c - 0.544093907
r:0:c:c:b390 - 0.147528961
r:0:c:c:b390:f - 0.411037058
r:0:c:c:b390:c - 0.504696846
r:0:c:c:b390:c:c - 0.342961639
r:0:c:c:b390:c:c:c - 0.373743594
r:0:c:c:b390:c:c:b1100 - 0.626256764
r:0:c:c:b390:c:c:b1100:f - 0.688164651
r:0:c:c:b390:c:c:b1100:c - 0.311834991
r:0:c:c:b390:c:b1100 - 0.65703845
r:0:c:c:b390:c:b1100:f - 0.39142707
r:0:c:c:b390:c:b1100:c - 0.608573079
r:0:c:c:b390:b1100 - 0.0842661336
r:0:c:c:b390:b1100:f - 0.304757357
r:0:c:c:b390:b1100:c - 0.695242643
r:0:c:c:b600 - 0.00965064205
r:0:c:c:b600:f - 0.542078197
r:0:c:c:b600:c - 0.265678495
r:0:c:c:b600:c:c - 0.378794402
r:0:c:c:b600:c:c:c - 0.243020698
r:0:c:c:b600:c:c:b1100 - 0.756979227
r:0:c:c:b600:c:c:b1100:f - 0.642303646
r:0:c:c:b600:c:c:b1100:c - 0.357696742
r:0:c:c:b600:c:b1100 - 0.621205866
r:0:c:c:b600:c:b1100:f - 0.260328859
r:0:c:c:b600:c:b1100:c - 0.739670396
r:0:c:c:b600:b1100 - 0.192243442
r:0:c:c:b600:b1100:f - 0.270909339
r:0:c:c:b600:b1100:c - 0.729090691
r:0:c:c:b1100 - 0.00382613624
r:0:c:c:b1100:f - 0.604232371
r:0:c:c:b1100:c - 0.39576754
r:0:c:b174 - 0.541367888
r:0:c:b174:f - 0.26230067
r:0:c:b174:c - 0.523039699
r:0:c:b174:c:c - 0.941983342
r:0:c:b174:c:c:c - 0.327075452
r:0:c:b174:c:c:c:c - 0.544332623
r:0:c:b174:c:c:c:c:c - 0.592185438
r:0:c:b174:c:c:c:c:b449 - 0.0134148095
r:0:c:b174:c:c:c:c:b449:f - 0.381402791
r:0:c:b174:c:c:c:c:b449:c - 0.400290877
r:0:c:b174:c:c:c:c:b449:b1100 - 0.218306839
r:0:c:b174:c:c:c:c:b449:b1100:f - 0.461705804
r:0:c:b174:c:c:c:c:b449:b1100:c - 0.538293719
r:0:c:b174:c:c:c:c:b648 - 0.0647124425
r:0:c:b174:c:c:c:c:b648:f - 0.422775656
r:0:c:b174:c:c:c:c:b648:c - 0.343018651
r:0:c:b174:c:c:c:c:b648:b1100 - 0.234204024
r:0:c:b174:c:c:c:c:b648:b1100:f - 0.408218056
r:0:c:b174:c:c:c:c:b648:b1100:c - 0.591782987
r:0:c:b174:c:c:c:c:b1100 - 0.329687715
r:0:c:b174:c:c:c:c:b1100:f - 0.576413274
r:0:c:b174:c:c:c:c:b1100:c - 0.423585594
r:0:c:b174:c:c:c:b449 - 0.187856466
r:0:c:b174:c:c:c:b449:f - 0.462165684
r:0:c:b174:c:c:c:b449:c - 0.263133973
r:0:c:b174:c:c:c:b449:b1100 - 0.27470085
r:0:c:b174:c:c:c:b449:b1100:f - 0.44843629
r:0:c:b174:c:c:c:b449:b1100:c - 0.551563621
